,position,description,total_price,unit_price,url,region,transit_duration_大钟寺地铁站,transit_distance_大钟寺地铁站,transit_fee_大钟寺地铁站,transit_duration_国贸大厦A座,transit_distance_国贸大厦A座,transit_fee_国贸大厦A座,driving_duration_大钟寺地铁站,driving_distance_大钟寺地铁站,driving_fee_大钟寺地铁站,driving_duration_国贸大厦A座,driving_distance_国贸大厦A座,driving_fee_国贸大厦A座
39,安贞里,高楼层(共17层)|1988年建|2室1厅|59.15平米|西北,500万,"84,531元/平",https://bj.ke.com/ershoufang/101117379667.html,anzhen1,1918,976,2.0,2947,1598,4.0,762,8085,22,964,11113,31
40,安华西里社区,中楼层(共6层)|1985年建|1室1厅|40.82平米|南,420万,"102,891元/平",https://bj.ke.com/ershoufang/101117351362.html,anzhen1,1688,799,2.0,2663,1536,4.0,517,5439,18,1009,12701,32
41,安华里社区,高楼层(共6层)|1983年建|1室1厅|38.18平米|南,325万,"85,124元/平",https://bj.ke.com/ershoufang/101117348789.html,anzhen1,1499,578,2.0,3364,1071,3.0,492,5339,18,1029,12892,30
42,安贞西里,高楼层(共16层)|1985年建|1室1厅|38.58平米|北,343万,"88,907元/平",https://bj.ke.com/ershoufang/101117331026.html,anzhen1,1523,515,2.0,3123,790,3.0,641,6502,21,950,11355,32
43,安华里社区,顶层(共6层)|1986年建|2室1厅|53.75平米|南北,459万,"85,396元/平",https://bj.ke.com/ershoufang/101117273800.html,anzhen1,1499,578,2.0,3364,1071,3.0,492,5339,18,1029,12892,30
44,安贞里,中楼层(共17层)|1990年建|1室1厅|58.56平米|南,460万,"78,552元/平",https://bj.ke.com/ershoufang/101117270918.html,anzhen1,1918,976,2.0,2947,1598,4.0,762,8085,22,964,11113,31
45,安贞西里,低楼层(共14层)|1987年建|2室1厅|61.27平米|东西,485万,"79,158元/平",https://bj.ke.com/ershoufang/101117267157.html,anzhen1,1523,515,2.0,3123,790,3.0,641,6502,21,950,11355,32
46,安贞里,中楼层(共6层)|1985年建|2室1厅|53.73平米|南北,490万,"91,197元/平",https://bj.ke.com/ershoufang/101117263411.html,anzhen1,1918,976,2.0,2947,1598,4.0,762,8085,22,964,11113,31
47,安华西里社区,高楼层(共21层)|1989年建|1室1厅|38.66平米|南,420万,"108,640元/平",https://bj.ke.com/ershoufang/101117259877.html,anzhen1,1688,799,2.0,2663,1536,4.0,517,5439,18,1009,12701,32
48,安贞西里,低楼层(共6层)|1987年建|1室1厅|39.75平米|南,345万,"86,793元/平",https://bj.ke.com/ershoufang/101117246187.html,anzhen1,1523,515,2.0,3123,790,3.0,641,6502,21,950,11355,32
49,皇姑坟小区,顶层(共6层)|1992年建|1室1厅|46.7平米|南,360万,"77,088元/平",https://bj.ke.com/ershoufang/101117237817.html,anzhen1,1772,642,2.0,3100,926,2.0,573,6178,20,931,10199,29
50,安贞里,顶层(共6层)|1986年建|2室1厅|55.05平米|东西,480万,"87,194元/平",https://bj.ke.com/ershoufang/101117237746.html,anzhen1,1918,976,2.0,2947,1598,4.0,762,8085,22,964,11113,31
51,安华里社区,中楼层(共5层)|1982年建|2室1厅|51.05平米|南,465万,"91,088元/平",https://bj.ke.com/ershoufang/101117223509.html,anzhen1,1499,578,2.0,3364,1071,3.0,492,5339,18,1029,12892,30
52,安华里社区,高楼层(共6层)|1988年建|2室1厅|57.14平米|东西,435万,"76,129元/平",https://bj.ke.com/ershoufang/101117221377.html,anzhen1,1499,578,2.0,3364,1071,3.0,492,5339,18,1029,12892,30
53,安贞里,高楼层(共6层)|1987年建|1室1厅|42.38平米|南,372万,"87,778元/平",https://bj.ke.com/ershoufang/101117198781.html,anzhen1,1918,976,2.0,2947,1598,4.0,762,8085,22,964,11113,31
54,安贞里,高楼层(共6层)1室1厅|42.98平米|南,377万,"87,716元/平",https://bj.ke.com/ershoufang/101117180872.html,anzhen1,1918,976,2.0,2947,1598,4.0,762,8085,22,964,11113,31
55,安贞里,顶层(共6层)|1984年建|1室1厅|42.98平米|南,340万,"79,107元/平",https://bj.ke.com/ershoufang/101117139297.html,anzhen1,1918,976,2.0,2947,1598,4.0,762,8085,22,964,11113,31
56,安贞西里,顶层(共6层)|1985年建|2室1厅|61.11平米|东西,415万,"67,911元/平",https://bj.ke.com/ershoufang/101117138299.html,anzhen1,1523,515,2.0,3123,790,3.0,641,6502,21,950,11355,32
57,安华里社区,低楼层(共18层)|1983年建|1室1厅|51.29平米|南北,398万,"77,598元/平",https://bj.ke.com/ershoufang/101117135077.html,anzhen1,1499,578,2.0,3364,1071,3.0,492,5339,18,1029,12892,30
58,安贞里,中楼层(共17层)|1994年建|2室1厅|59.15平米|西北,465万,"78,614元/平",https://bj.ke.com/ershoufang/101117133249.html,anzhen1,1918,976,2.0,2947,1598,4.0,762,8085,22,964,11113,31
59,安贞西里,高楼层(共6层)|1984年建|1室1厅|42.13平米|南,400万,"94,945元/平",https://bj.ke.com/ershoufang/101117130120.html,anzhen1,1523,515,2.0,3123,790,3.0,641,6502,21,950,11355,32
60,安贞里,高楼层(共6层)|1985年建|1室1厅|42.03平米|南,385万,"91,602元/平",https://bj.ke.com/ershoufang/101117124567.html,anzhen1,1918,976,2.0,2947,1598,4.0,762,8085,22,964,11113,31
61,小黄庄甲8号院,顶层(共7层)|1996年建|2室1厅|55.61平米|南北,455万,"81,820元/平",https://bj.ke.com/ershoufang/101117116934.html,anzhen1,2005,914,2.0,2713,1748,4.0,629,7196,21,982,11090,29
62,安贞里,中楼层(共6层)|1986年建|2室1厅|54.6平米|东西,456万,"83,517元/平",https://bj.ke.com/ershoufang/101116813660.html,anzhen1,1918,976,2.0,2947,1598,4.0,762,8085,22,964,11113,31
63,安华西里社区,顶层(共6层)|1984年建|2室1厅|52.79平米|南北,475万,"89,980元/平",https://bj.ke.com/ershoufang/101116799831.html,anzhen1,1688,799,2.0,2663,1536,4.0,517,5439,18,1009,12701,32
64,安贞西里,高楼层(共6层)|1984年建|1室1厅|42.13平米|南北,425万,"100,879元/平",https://bj.ke.com/ershoufang/101116789761.html,anzhen1,1523,515,2.0,3123,790,3.0,641,6502,21,950,11355,32
65,小黄庄前街2号院,地下室(共6层)|1993年建|2室1厅|54.64平米|南北,288万,"52,709元/平",https://bj.ke.com/ershoufang/101116788730.html,anzhen1,2377,1016,2.0,2549,1557,4.0,727,7520,22,1069,11414,29
66,安贞西里,顶层(共6层)|1987年建|2室1厅|56.61平米|东西,420万,"74,192元/平",https://bj.ke.com/ershoufang/101116783514.html,anzhen1,1523,515,2.0,3123,790,3.0,641,6502,21,950,11355,32
67,安贞里,高楼层(共6层)|1982年建|1室1厅|42.4平米|南,368万,"86,793元/平",https://bj.ke.com/ershoufang/101116780400.html,anzhen1,1918,976,2.0,2947,1598,4.0,762,8085,22,964,11113,31
68,安华里社区,地下室(共6层)|1990年建|1室1厅|43.84平米|东西,296万,"67,519元/平",https://bj.ke.com/ershoufang/101116741278.html,anzhen1,1499,578,2.0,3364,1071,3.0,492,5339,18,1029,12892,30
69,安华里社区,高楼层(共6层)|1988年建|2室1厅|54.77平米|南北,468万,"85,449元/平",https://bj.ke.com/ershoufang/101116718499.html,anzhen1,1499,578,2.0,3364,1071,3.0,492,5339,18,1029,12892,30
